ASX Warrants Market as at 02/09/2004 17:01:31
CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
CBAWSS,Equity Put,31.00,24/02/2005,5.0,European,UBS,COR,02/09/2004,30,
CBAWSY,Equity Put,30.50,23/09/2004,5.0,European,UBS,COR,03/05/2004,30,
CBAWSZ,Equity Put,31.50,23/09/2004,5.0,European,UBS,COR,03/05/2004,30,
CBAWWA,Equity Call,18.00,31/10/2006,1.0,European,WESTPAC,COR,19/11/2001,10,
CBAWWB,Equity Call,18.00,30/10/2009,1.0,European,WESTPAC,COR,19/11/2001,10,
CBAWZC,Equity Call,32.00,24/11/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
CBAWZD,Equity Call,33.50,22/12/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
CBAWZP,Equity Put,31.50,24/11/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
CBAWZQ,Equity Put,36.00,22/12/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,Ex Price amended from $32.50 to $36.00 on 29/7/04.
CBAXDA,Barrier Call.,28.00,23/03/2005,4.0,European,DEUTSCHE,COR,23/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXDB,Barrier Call.,27.50,23/03/2005,4.0,European,DEUTSCHE,COR,23/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXDC,Barrier Call.,29.00,23/03/2005,4.0,European,DEUTSCHE,COR,30/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXDO,Barrier Call.,28.50,23/03/2005,4.0,European,DEUTSCHE,COR,18/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXDP,Barrier Put.,31.16,23/09/2004,4.0,European,DEUTSCHE,COR,22/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXDQ,Barrier Put.,31.71,23/09/2004,4.0,European,DEUTSCHE,COR,30/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXDS,Barrier Put.,31.00,23/03/2005,4.0,European,DEUTSCHE,COR,18/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXDW,Barrier Put.,33.46,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXDY,Barrier Put.,32.46,23/09/2004,4.0,European,DEUTSCHE,COR,16/04/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXDZ,Barrier Put.,32.96,23/09/2004,4.0,European,DEUTSCHE,COR,28/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXME,Barrier Call.,27.00,23/09/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $28.96 to $27.00 on 19/8/04.
CBAXMF,Barrier Call.,27.96,11/11/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXMR,Barrier Put.,32.96,23/09/2004,1.0,European,MACQUARIE,COR,06/05/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price amended from $32.50 to $33.00 on 25/5/04 and to $34.00 on 28/5/04.
CBAXMS,Barrier Put.,32.46,23/09/2004,1.0,European,MACQUARIE,COR,06/05/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXMT,Barrier Put.,31.46,11/11/2004,1.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXOC,Barrier Call.,28.46,23/09/2004,4.0,European,CITIWARRANTS,COR,27/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXOD,Barrier Call.,27.75,23/03/2005,4.0,European,CITIWARRANTS,COR,24/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXOE,Barrier Call.,28.25,23/03/2005,4.0,European,CITIWARRANTS,COR,24/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXOF,Barrier Call.,28.75,23/03/2005,4.0,European,CITIWARRANTS,COR,24/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXOR,Barrier Put.,32.21,23/09/2004,4.0,European,CITIWARRANTS,COR,15/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXOS,Barrier Put.,30.75,23/03/2005,4.0,European,CITIWARRANTS,COR,24/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $30.50 to $30.75 on 31/8/04.
CBAXOT,Barrier Put.,31.00,23/03/2005,4.0,European,CITIWARRANTS,COR,24/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXOU,Barrier Put.,31.50,23/03/2005,4.0,European,CITIWARRANTS,COR,24/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXSA,Barrier Call.,27.96,23/09/2004,4.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXSD,Barrier Call.,26.50,24/02/2005,4.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXSE,Barrier Call.,27.25,24/02/2005,4.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXSF,Barrier Call.,28.00,24/02/2005,4.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXSP,Barrier Put.,33.46,23/09/2004,4.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXSQ,Barrier Put.,34.46,23/09/2004,4.0,European,UBS,COR,31/03/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXSR,Barrier Put.,31.50,24/02/2005,4.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXSS,Barrier Put.,32.50,24/02/2005,4.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CBAXST,Barrier Put.,34.00,24/02/2005,4.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CCLEME,Endowment,5.985,31/10/2006,1.0,European,MACQUARIE,COR,20/06/1996,4,
CCLEMF,Endowment,7.18,31/10/2008,1.0,European,MACQUARIE,COR,18/08/1997,3,
CCLIDH,Instalment High Geared Rolling,6.25,15/06/2005,1.0,European,DEUTSCHE,COR,04/06/2003,10,
CGFIMU,Instalment High Geared,0.40,23/12/2004,1.0,American,MACQUARIE,COR,25/02/2004,10,
CHYIMT,Instalment High Geared,1.65,23/03/2005,1.0,American,MACQUARIE,COR,02/02/2004,10,As a result of a Capital Return and Share Cancellation; the Ex Price was amended from $1.50 to $1.65 and 1 out of every 4 holdings was cancelled effective on 16/8/04.
CLPXMA,Capital Protected Basket,0.01,30/06/2009,1.0,European,MACQUARIE,COR,08/07/2003,10,
CLPXMB,Capital Protected Basket,0.01,31/07/2009,1.0,European,MACQUARIE,COR,08/08/2003,10,
CLPXMC,Capital Protected Basket,0.01,31/08/2009,1.0,European,MACQUARIE,COR,08/09/2003,10,
CLPXMD,Capital Protected Basket,0.01,30/09/2009,1.0,European,MACQUARIE,COR,08/10/2003,10,
CLPXME,Capital Protected Basket,0.01,30/10/2009,1.0,European,MACQUARIE,COR,10/11/2003,10,
CLPXMF,Capital Protected Basket,0.01,30/11/2009,1.0,European,MACQUARIE,COR,08/12/2003,10,
CLPXMG,Capital Protected Basket,0.01,31/12/2009,1.0,European,MACQUARIE,COR,09/01/2004,10,
CLPXMH,Capital Protected Basket,0.01,29/01/2010,1.0,European,MACQUARIE,COR,09/02/2004,10,
CLPXMI,Capital Protected Basket,0.01,26/02/2010,1.0,European,MACQUARIE,COR,08/03/2004,10,
CLPXMJ,Capital Protected Basket,0.0001,31/03/2010,1.0,European,MACQUARIE,COR,08/04/2004,10,
CLPXMK,Capital Protected Basket,0.0001,30/04/2010,1.0,European,MACQUARIE,COR,10/05/2004,10,
CLPXML,Capital Protected Basket,0.0001,31/05/2010,1.0,European,MACQUARIE,COR,08/06/2004,10,
CLPXMM,Capital Protected Basket,0.0001,30/06/2010,1.0,European,MACQUARIE,COR,08/07/2004,10,
CLPXMN,Capital Protected Basket,0.0001,30/07/2010,1.0,European,MACQUARIE,COR,09/08/2004,10,
CMLECE,Endowment,2.241,30/11/2006,1.0,European,CREDIT SUISS,COR,20/06/1996,25,
CMLIDA,Instalment Regular Rolling,4.75,15/06/2005,1.0,European,DEUTSCHE,COR,10/04/2000,10,
CMLIDH,Instalment High Geared Rolling,7.50,15/06/2005,1.0,European,DEUTSCHE,COR,20/05/2002,10,
CMLIGF,Instalment Regular Rolling,5.00,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
CMLIMC,Instalment Regular Rolling,5.00,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
CMLIMF,Instalment Regular Rolling,4.50,18/11/2004,1.0,American,MACQUARIE,COR,07/11/2002,10,
CMLIMG,Instalment High Geared Rolling,6.50,18/11/2004,1.0,American,MACQUARIE,COR,29/08/2001,10,
CMLIMZ,Instalment High Geared,8.00,23/12/2004,1.0,American,MACQUARIE,COR,02/08/2004,10,
CMLIOC,Instalment Regular Normal,4.50,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
CMLIPB,Instalment High Geared,5.00,23/09/2004,1.0,American,BNP PARIBAS,COR,26/07/2001,1,
CMLISG,Rolling Reset Instalment,5.00,23/06/2005,1.0,American,UBS,COR,27/09/2002,10,The Barrier Level is $5.50
CMLISH,Rolling Reset Instalment,5.00,25/11/2004,1.0,American,UBS,COR,29/11/2002,10,The Barrier Level is $5.50
CMLISR,Instalment High Geared,7.50,17/05/2005,1.0,American,UBS,COR,03/06/2004,10,
CMLISS,Instalment High Geared Rolling,7.00,25/11/2004,1.0,American,UBS,COR,18/09/2002,10,Ex Price amended from $7.25 to $7.00 on 15/1/04.
CMLIWE,Instalment Regular Normal,4.00,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
CMLIWF,Instalment High Geared,5.25,25/05/2005,1.0,American,WESTPAC,COR,28/05/2003,10,
CMLIWG,Instalment Regular Rolling,5.25,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
CMLIWH,Instalment High Geared Rolling,6.75,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,
CMLIYB,Instalment Regular Normal,6.50,26/05/2005,1.0,American,COMM BANK,COR,29/04/2002,20,
CMLIYE,Instalment Regular Normal,5.50,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
CMLIZO,Instalment Regular Normal,4.00,15/06/2005,1.0,American,ABN AMRO,ADR,12/09/2003,1,
CMLIZQ,Instalment Regular Rolling,4.75,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
CMLSWA,Self Funding Instalments,4.1546,30/06/2009,1.0,European,WESTPAC,COR,16/02/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security. The Loan Amount was amended from $3.8576 to $4.1546 on 30/6/04.
CMLWMD,Equity Call,9.25,25/11/2004,3.0,European,MACQUARIE,COR,23/07/2004,15,
CMLWMQ,Equity Put,8.50,25/11/2004,3.0,European,MACQUARIE,COR,23/07/2004,15,
CMLXDD,Barrier Call.,7.11,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CMLXDE,Barrier Call.,8.00,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $6.61 to $8.00 on 28/6/04.
CMLXDF,Barrier Call.,7.36,23/09/2004,4.0,European,DEUTSCHE,COR,17/03/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CMLXDW,Barrier Put.,9.50,23/09/2004,4.0,European,DEUTSCHE,COR,30/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CMLXDX,Barrier Put.,10.00,23/09/2004,4.0,European,DEUTSCHE,COR,30/07/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CMLXSA,Barrier Call.,7.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CMLXSB,Barrier Call.,8.00,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CMLXSP,Barrier Put.,9.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CMLXSQ,Barrier Put.,10.50,24/02/2005,1.0,European,UBS,COR,31/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
COHIMC,Instalment Regular Rolling,13.00,20/05/2005,1.0,American,MACQUARIE,COR,21/05/2004,10,
COHIMD,Instalment High Geared Rolling,15.00,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
COHIMF,Instalment Regular Rolling,20.00,18/11/2004,1.0,American,MACQUARIE,COR,07/11/2002,10,
COHIMU,Instalment High Geared,18.00,23/09/2004,1.0,American,MACQUARIE,COR,16/02/2004,10,
COHWMA,Equity Call,26.00,25/11/2004,5.0,European,MACQUARIE,COR,28/06/2004,10,
COHXOA,Barrier Call.,17.06,23/09/2004,4.0,European,CITIWARRANTS,COR,04/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price and Barrier Level amended from $20.00 to $17.50 on 19/8/04.
COHXOP,Barrier Put.,24.56,23/09/2004,4.0,European,CITIWARRANTS,COR,04/06/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $24.00 to $25.00 on 7/7/04.
CPUIMD,Instalment High Geared Rolling,2.50,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
CPUIMU,Instalment High Geared,2.50,23/09/2004,1.0,American,MACQUARIE,COR,16/02/2004,10,
CPUWMK,Equity Call,3.50,23/09/2004,3.0,European,MACQUARIE,COR,04/06/2004,15,
CPUWML,Equity Call,3.25,23/12/2004,3.0,European,MACQUARIE,COR,16/08/2004,15,
CPUXOB,Barrier Call.,2.95,23/03/2005,1.0,European,CITIWARRANTS,COR,24/08/2004,10,Barrier Price = $3.15. Terminates early if the underlying closes below the barrier.
CPXXGA,Capital Protected,0.01,22/06/2006,1.0,European,SG AUST,COR,25/06/2001,0.05,
CPXXGB,Capital Protected,0.01,19/10/2006,1.0,European,SG AUST,COR,24/10/2001,0.05,
CPXXGC,Capital Protected,0.01,28/03/2005,1.0,European,SG AUST,COR,05/04/2002,0.05,
CPXXGD,Capital Protected,0.01,08/08/2007,1.0,European,SG AUST,ADR,14/08/2002,0.05,
CPXXMA,Capital Protected Basket.,0.01,30/04/2009,1.0,European,MACQUARIE,COR,08/05/2003,0.5,
CPXXMB,Capital Protected Basket.,0.01,29/05/2009,1.0,European,MACQUARIE,COR,10/06/2003,0.5,
CPXXMQ,Capital Protected Basket.,0.01,26/06/2008,1.0,European,MACQUARIE,COR,08/07/2002,0.5,
CPXXMR,Capital Protected Basket.,0.01,24/07/2008,1.0,European,MACQUARIE,COR,08/08/2002,0.5,
CPXXMS,Capital Protected Basket.,0.01,28/08/2008,1.0,European,MACQUARIE,COR,09/09/2002,0.5,
CPXXMT,Capital Protected Basket.,0.01,25/09/2008,1.0,European,MACQUARIE,COR,08/10/2002,0.5,
CPXXMU,Capital Protected Basket.,0.01,30/10/2008,1.0,European,MACQUARIE,COR,08/11/2002,0.5,
CPXXMV,Capital Protected Basket.,0.01,27/11/2008,1.0,European,MACQUARIE,COR,09/12/2002,0.5,
CPXXMW,Capital Protected Basket.,0.01,31/12/2008,1.0,European,MACQUARIE,COR,09/01/2003,0.5,
CPXXMX,Capital Protected Basket.,0.01,30/01/2009,1.0,European,MACQUARIE,COR,10/02/2003,0.5,
CPXXMY,Capital Protected Basket.,0.01,27/02/2009,1.0,European,MACQUARIE,COR,10/03/2003,0.5,
CPXXMZ,Capital Protected Basket.,0.01,31/03/2009,1.0,European,MACQUARIE,COR,08/04/2003,0.5,
CRSWMG,Equity Call,0.50,23/09/2004,2.0,European,MACQUARIE,COR,06/05/2004,10,
CRSWMH,Equity Call,0.55,23/12/2004,2.0,European,MACQUARIE,COR,16/08/2004,10,
CSLIGJ,Instalment High Geared Rolling,14.50,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
CSLIMD,Instalment High Geared Rolling,19.00,20/05/2005,1.0,American,MACQUARIE,COR,09/05/2002,10,
CSLIMF,Instalment Regular Rolling,11.00,18/11/2004,1.0,American,MACQUARIE,COR,07/11/2002,10,
CSLIMG,Instalment High Geared Rolling,15.00,18/11/2004,1.0,American,MACQUARIE,COR,07/11/2002,10,
CSLIMU,Instalment High Geared,19.00,28/10/2004,1.0,American,MACQUARIE,COR,21/04/2004,10,
CSLIMZ,Instalment High Geared,21.00,23/12/2004,1.0,American,MACQUARIE,COR,02/08/2004,10,
CSLIOC,Instalment Regular Normal,5.00,23/06/2005,1.0,American,CITIWARRANTS,COR,21/05/2003,10,
CSLIOE,Instalment High Geared,15.00,29/04/2005,1.0,American,CITIWARRANTS,COR,24/03/2004,10,
CSLIOI,Instalment Regular Normal,13.00,18/11/2004,1.0,American,CITIWARRANTS,COR,18/11/2003,10,
CSLISG,Rolling Reset Instalment,15.00,23/06/2005,1.0,American,UBS,COR,27/09/2002,10,The Barrier Level is $16.50
CSLISR,Instalment High Geared,20.00,17/05/2005,1.0,American,UBS,COR,03/06/2004,10,
CSLISS,Instalment High Geared Rolling,17.50,25/11/2004,1.0,American,UBS,COR,18/09/2002,10,Ex Price amended from $15.00 to $17.50 on 5/3/04.
CSLIWG,Instalment Regular Rolling,11.50,06/12/2004,1.0,European,WESTPAC,COR,18/12/2003,10,
CSLIWH,Instalment High Geared Rolling,13.50,06/12/2004,1.0,European,WESTPAC,COR,06/01/2004,10,
CSLIZM,Instalment High Geared,20.00,28/07/2005,1.0,American,ABN AMRO,ADR,01/07/2004,1,
CSLIZQ,Instalment Regular Rolling,14.00,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
CSLWML,Equity Call,24.00,23/09/2004,4.0,European,MACQUARIE,COR,06/05/2004,20,
CSLWMM,Equity Call,25.00,25/11/2004,4.0,European,MACQUARIE,COR,23/07/2004,20,
CSLWMN,Equity Call,26.00,24/02/2005,4.0,European,MACQUARIE,COR,06/09/2004,20,
CSLWMU,Equity Put,20.00,23/09/2004,4.0,European,MACQUARIE,COR,06/05/2004,20,
CSLWMV,Equity Put,24.00,25/11/2004,5.0,European,MACQUARIE,COR,16/08/2004,20,
CSLWZB,Equity Call,22.00,24/11/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,
CSLWZC,Equity Call,26.50,22/12/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,Ex Price amended from $24.00 to $26.50 on 4/8/04.
CSLWZQ,Equity Put,24.50,22/12/2004,5.0,American,ABN AMRO,ADR,02/07/2004,2,Ex Price amended from $21.00 to $24.50 on 4/8/04.
CSLXMA,Barrier Call.,23.00,11/11/2004,4.0,European,MACQUARIE,COR,11/08/2004,10,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CSLXOA,Barrier Call.,21.00,23/03/2005,4.0,European,CITIWARRANTS,COR,24/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CSLXOP,Barrier Put.,30.00,23/03/2005,4.0,European,CITIWARRANTS,COR,24/08/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CSRIDA,Instalment Regular Rolling,1.20,15/06/2005,1.0,European,DEUTSCHE,COR,04/06/2003,10,
CSRIDH,Instalment High Geared Rolling,1.75,15/06/2005,1.0,European,DEUTSCHE,COR,04/06/2003,10,
CSRIMC,Instalment Regular Rolling,1.25,20/05/2005,1.0,American,MACQUARIE,COR,05/05/2003,10,
CSRIYE,Instalment Regular Normal,1.50,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
CSRIZQ,Instalment Regular Rolling,1.10,02/12/2005,1.0,American,ABN AMRO,ADR,03/05/2004,1,
CSRXDA,Barrier Call.,1.44,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched.
CSRXDB,Barrier Call.,2.00,23/09/2004,4.0,European,DEUTSCHE,COR,23/02/2004,40,Barrier = Exercise warrant. Terminates early if the barrier is touched. Ex Price & Barrier Level amended from $1.19 to $2.00 on 28/6/04.
CSZECE,Basket Endowment,3.691,30/11/2006,1.0,European,CREDIT SUISS,E&Y,31/03/2003,25,The Underlying Parcel is 1 CSR and 1 RIN share
CSZEMF,Basket Endowment,4.121,30/06/2008,1.0,European,MACQUARIE,E&Y,31/03/2003,3,The Underlying Parcel is 1 CSR and 1 RIN share
CSZIYB,Basket Instalment,5.00,26/05/2005,1.0,American,COMM BANK,COR,31/03/2003,10,The Underlying Parcel is 1 CSR and 1 RIN share
DFEDDB,Rolling Basket Instalment,255.00,15/06/2005,1.0,European,DEUTSCHE,COR,27/08/2004,10,The Underlying is a basket of Defensive shares.
DFEIDA,Rolling Basket Instalment,255.00,15/06/2005,1.0,European,DEUTSCHE,COR,17/05/2004,10,The Underlying is a basket of Defensive shares.
DIVDYD,Basket Instalment,176.00,20/07/2006,1.0,American,COMM BANK,COR,30/08/2004,20,The Underlying is a basket of Diversified Industries shares.
DIVIYD,Basket Instalment,176.00,20/07/2006,1.0,American,COMM BANK,COR,23/07/2003,20,The Underlying is a basket of Diversified Industries shares.
DJSIYE,Instalment Regular Normal,1.10,25/09/2006,1.0,American,COMM BANK,COR,30/09/2003,10,
DUESMT,Self Funding Instalments,1.15,30/06/2009,1.0,American,MACQUARIE,COR,13/08/2004,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security.
EMPWMA,Equity Call,1.00,25/11/2004,2.0,European,MACQUARIE,COR,23/07/2004,5,
ENHIYD,Basket Instalment,125.00,20/07/2006,1.0,American,COMM BANK,COR,23/07/2003,20,The Underlying is a basket of Enhanced Yield shares.
ERGIDH,Instalment High Geared Rolling,0.75,15/06/2005,1.0,European,DEUTSCHE,COR,23/07/2003,10,As a result of a 5 for 4 Renounceable Rights Issue; an amount of $0.29 was added as an accretion to the Underlying Parcel effective 22/7/04.
ERGXDP,Barrier Put.,0.70,23/09/2004,1.0,European,DEUTSCHE,COR,22/07/2004,8,Barrier = Exercise warrant. Terminates early if the barrier is touched.
ERGXDQ,Barrier Put.,0.80,23/09/2004,1.0,European,DEUTSCHE,COR,22/07/2004,8,Barrier = Exercise warrant. Terminates early if the barrier is touched.
FCLEXG,Endowment,0.965,31/03/2009,1.0,European,MERRILL LYNC,NAT,08/04/1999,2,The Underlying Parcel is 1.1 FCL shares
FCLIDH,Instalment High Geared Rolling,1.50,15/06/2005,1.0,European,DEUTSCHE,COR,23/07/2003,10,
FGLECE,Endowment,1.108,29/06/2007,1.0,European,CREDIT SUISS,COR,19/12/1996,20,
FGLIDA,Instalment Regular Rolling,3.10,15/06/2005,1.0,European,DEUTSCHE,COR,10/04/2000,10,
FGLIDH,Instalment High Geared Rolling,4.50,15/06/2005,1.0,European,DEUTSCHE,COR,25/06/2002,10,
FGLIGJ,Instalment High Geared Rolling,4.25,17/11/2004,1.0,European,SG AUST,ADR,16/12/2002,5,
FGLIMC,Instalment Regular Rolling,3.10,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
FGLIMD,Instalment High Geared Rolling,3.75,20/05/2005,1.0,American,MACQUARIE,COR,19/03/2001,10,
FGLIMF,Instalment Regular Rolling,3.20,18/11/2004,1.0,American,MACQUARIE,COR,10/12/2001,10,
